id,backers_count,category,pledged,state,blurb_length,goal_in_usd,campaign_duration,sub_category
2419,24,design,25109,1,19,2571.4,30,product design
2420,26,design,15422,1,24,12019.95,60,product design
2421,25,design,510,1,16,194,14,product design
2422,414,design,32848,1,4,10122.45,35,product design
2423,2883,design,85881,1,20,4273.99,30,product design
2424,104,design,14391.29,1,21,5408.2,36,product design
2425,1536,design,116010,1,11,500,45,product design
2426,63,design,10493,1,27,10000,40,product design
2427,2064,design,376249,1,18,25000,31,product design
2428,92,design,7497.32,1,19,1148.41,30,product design
2429,720,design,84381,1,15,5000,46,product design
2430,132,design,4332,1,16,3000,44,product design
2431,229,design,12405,1,15,9000,30,product design
2432,26,design,3296,1,3,1000,30,product design
2433,1205,design,26036,1,17,10337.68,45,product design
2434,56,design,20000,1,21,15000,30,product design
2435,473,design,29859.77,1,21,8700,31,product design
2436,73,design,11038,1,11,10000,29,product design
2437,241,design,35299,1,10,20000,30,product design
2438,9,design,368,1,21,300,14,product design
2439,442,design,560065,1,19,9987.83,45,product design
2440,10,design,677.29,1,21,320.62,30,product design
2441,1032,design,83446,1,16,24293.54,54,product design
2442,2249,design,100436.25,1,24,15000,37,product design
2443,526,design,24310,1,11,3000,30,product design
2444,1697,design,236565.72,1,24,11140.85,30,product design
2445,60,design,1984,1,18,200,31,product design
2446,73,design,6131,1,18,3000,30,product design
2447,78,design,3720,1,11,450,24,product design
2448,533,design,58022,1,10,31383.14,30,product design
2449,42,design,2966,1,7,1000,20,product design
2450,193,design,8981,1,8,6397.5,29,product design
2451,152,design,37260,1,11,35623.07,45,product design
2452,180,design,25695,1,8,2386.56,35,product design
2453,32,design,965.29,1,6,452.93,30,product design
2454,630,design,632003,1,24,6451.07,30,product design
2455,237,design,107416.17,1,17,3215.82,35,product design
2456,87,design,3433,1,20,3953.94,30,product design
2457,37,design,3134,1,5,3000,32,product design
2458,24,design,880,1,14,127.45,31,product design
2459,11281,design,585676,1,22,5000,30,product design
2460,160,design,3013,1,11,3483.57,20,product design
2461,12,design,21226,1,7,2580.59,30,product design
2462,155,design,9053,1,19,5000,45,product design
2463,696,design,29089.44,1,8,6074.9,30,product design
2464,51,design,7257.29,1,19,3563.43,30,product design
2465,352,design,36401.22,1,15,4500,55,product design
2466,334,design,8778,1,21,5600,30,product design
2467,188,design,6761,1,9,500,15,product design
2468,367,design,25799,1,19,3390.05,36,product design
2469,247,design,84289,1,15,5000,14,product design
2470,1451,design,25463,1,16,3374.85,29,product design
2471,3449,design,224809,1,18,5000,35,product design
2472,16,design,295,1,13,323.99,25,product design
2473,36,design,25523,1,6,27377.4,30,product design
2474,2882,design,88672,1,15,4817.2,45,product design
2475,77,design,3450,1,18,2500,30,product design
2476,6,design,1005,1,6,1225.75,60,product design
2477,4648,design,563537,1,12,10987,32,product design
2478,6413,design,463537,1,15,10000,43,product design
2479,18,design,3561,1,16,128.61,14,product design
2480,180,design,50566,1,9,10000,24,product design
2481,338,design,31329,1,19,10000,35,product design
2482,2988,design,110781,1,16,5926.99,42,product design
2483,95,design,11637,1,16,10000,31,product design
2484,703,design,25073,1,22,5081.58,40,product design
2485,401,design,12946,1,6,750,19,product design
2486,122,design,21370.1,1,18,3000,40,product design
2487,222,design,4226219,1,22,1888.82,36,product design
2488,7067,design,333596.33,1,10,3200,36,product design
2489,267,design,30646,1,11,31787.63,45,product design
2490,138,design,6455.5,1,13,500,21,product design
2491,616,design,89064,1,12,5385.65,30,product design
2493,88,design,6725,1,17,1000,39,product design
2494,2480,design,77017,1,11,4000,45,product design
2495,12,design,2684,1,14,2882.43,37,product design
2496,40,design,3355,1,6,2405.9,40,product design
2497,807,design,82542,1,17,7500,60,product design
2498,660,design,102896,1,11,10000,35,product design
2499,146,design,14088,1,12,11357.58,30,product design
2500,219,design,24013,1,22,22137.07,40,product design
2501,175,design,6171,1,8,1178.12,45,product design
2502,70,design,16763,1,17,5936.75,30,product design
2503,157,design,8571,1,23,1000,39,product design
2504,112,design,1011959,1,9,7776.73,30,product design
2505,890,design,41000,1,15,2000,45,product design
2506,166,design,113265,1,12,93200.01,30,product design
2507,9892,design,645230,1,20,5000,35,product design
2508,104,design,109700,1,14,5032.24,30,product design
2509,69,design,3121.29,1,4,341.32,38,product design
2510,21,design,871,1,9,603.73,30,product design
2511,16652,design,2386587.67,1,20,10000,58,product design
2512,643,design,109558,1,10,12408.98,30,product design
2513,451,design,57686,1,13,12000,5,product design
2514,105,design,5537.29,1,13,3197.83,30,product design
2515,363,design,113656,1,3,35000,15,product design
2516,138,design,6549,1,20,5000,22,product design
2517,56,design,6409.55,1,21,4000,35,product design
2518,54,design,1915,1,17,1250,45,product design
2519,227,design,29285,1,16,5000,30,product design
2520,143,design,7841,1,13,2500,20,product design
2521,39,crafts,2070,1,18,2435.07,30,printing
2522,72,crafts,6364,1,10,5484.26,49,printing
2523,668,crafts,25150.3,1,15,2,23,printing
2524,2,crafts,130,0,27,11000,30,printing
2525,30,crafts,92829,0,4,22028.5,30,printing
2526,8,crafts,390,0,19,2400,30,printing
2527,1,crafts,10,0,19,2500,30,printing
2528,2,crafts,238.8,0,10,3764.28,24,printing
2529,3,crafts,70,0,24,6992.9,30,printing
2530,4,crafts,132,0,10,9000,30,printing
2531,3,crafts,12,0,20,3000,24,printing
2532,1,crafts,5,0,21,6245.8,20,printing
2533,7,crafts,371,0,20,4500,30,printing
2534,3,crafts,120,0,19,15000,30,printing
2535,19,crafts,680,1,13,330,40,printing
2536,18,crafts,1016,1,23,1000,30,printing
2537,7,crafts,517.29,1,9,311.3,30,printing
2538,5,crafts,1339,0,21,18000,34,printing
2539,8,crafts,672,0,8,100,21,printing
2540,0,crafts,0,0,7,895.94,25,printing
2541,1,crafts,30,0,21,3000,29,printing
2542,20,crafts,2250,1,26,299.98,30,printing
2543,1,crafts,8.71,0,19,609.09,31,printing
2544,1,crafts,15,0,6,3500,30,printing
2545,20,crafts,343,1,9,250,10,printing
2546,3,crafts,65,0,27,5000,45,printing
2547,2,crafts,16.29,0,7,3791.97,60,printing
2548,2,crafts,20,0,,100,11,printing
2549,30,crafts,660,0,27,1700,29,printing
2550,316,crafts,207394.71,1,16,2034.49,14,printing
2551,161,crafts,1830,1,24,200,30,printing
2552,34,crafts,1351,1,12,1100,30,printing
2553,28,crafts,4860,1,19,4500,30,printing
2554,23,crafts,670,1,22,444.35,16,printing
2555,41,crafts,1416,1,19,350,22,printing
2556,29,crafts,580,1,24,450,30,printing
2557,1,crafts,20,0,21,485,20,printing
2558,30,crafts,11622,0,21,6043.85,45,printing
2559,17,crafts,1101,0,13,5018.65,30,printing
2560,163,crafts,211136,1,22,5083.97,45,pottery
2561,43,crafts,2853,1,22,2500,30,pottery
2562,24,crafts,1595,1,22,1100.63,31,pottery
2563,0,crafts,0,0,8,25000,10,pottery
2564,1,crafts,1,0,23,80.43,45,pottery
2565,73,crafts,10565,1,21,10500,30,pottery
2566,45,crafts,23003.8,1,19,938.42,25,pottery
2567,29,crafts,1177.01,1,27,1288.31,14,pottery
2568,43,crafts,1725,1,21,1908.58,30,pottery
2569,41,crafts,10716,1,15,6500,30,pottery
2570,3,crafts,84,0,23,3577.37,30,pottery
2571,0,crafts,0,0,24,1705.81,30,pottery
2572,24,crafts,1816,0,26,2675,45,pottery
2573,130,crafts,11175,1,17,4863.6,21,pottery
2574,108,crafts,10569,1,25,10000,31,pottery
2575,32,crafts,1301,0,16,3200,16,pottery
2576,102,crafts,4993,1,13,4250,32,pottery
2577,5,crafts,2768.8,0,16,1251.46,24,pottery
2578,193,crafts,23040,1,21,15000,30,pottery
2579,48,music,4110,1,4,5113.65,30,pop
2580,6,music,246,0,4,1800,60,pop
2581,90,music,8296,1,19,8000,45,pop
2582,8,music,316,0,10,12726,30,pop
2583,247,music,12823,1,19,12000,25,pop
2584,126,music,3208,1,18,2500,34,pop
2585,127,music,2786.61,1,5,2500,45,pop
2586,8,music,118,0,18,3126.87,30,pop
2587,66,music,3780.69,1,11,3000,31,pop
2588,58,music,1086,1,21,1260.6,30,pop
2589,94,music,6034,1,12,5000,32,pop
2590,116,music,5911,1,20,5000,35,pop
2591,121,music,38750,1,28,3555.07,30,pop
2592,184,music,7500,1,10,6000,30,pop
2593,91,music,9155,1,14,7500,30,pop
2594,33,music,1881,1,27,1800,24,pop
2595,28,music,1155,1,19,600,35,pop
2596,52,music,4025,1,25,5288.49,29,pop
2597,155,music,12227,1,19,12087,30,pop
2598,0,music,0,0,16,15000,30,pop
2599,23,music,1125,1,20,1000,30,pop
2600,77,music,10075,1,11,10000,58,pop
2601,76,music,4177,1,16,3500,26,pop
2602,48,music,26046,1,21,26000,32,pop
2603,19,music,925,1,19,925,30,pop
2604,337,music,11891.59,1,9,10000,45,pop
2605,39,music,4025,1,20,4000,31,pop
2606,34,music,2620.69,1,21,2500,60,pop
2607,30,music,23428,0,23,9910.49,40,pop
2608,30,music,2411,1,24,2000,21,pop
2609,140,music,10242,1,26,6000,60,pop
2610,90,music,3517.01,1,30,3000,22,pop
2611,104,music,5654,1,21,5000,30,pop
2612,93,music,11690,1,19,6000,34,pop
2613,20,music,1023,1,16,1000,60,pop
2614,150,music,13378,1,14,13000,31,pop
2615,88,music,5647.01,1,23,5000,30,pop
2616,32,music,10131,1,18,10000,35,pop
2617,107,music,5840.55,1,17,5000,45,pop
2618,169,music,16671,1,5,16500,34,pop
2619,87,music,2989.01,1,19,1000,23,pop
2620,109,music,10281,1,25,9000,30,pop
2621,16,music,1123,1,26,1000,17,pop
2622,26,music,2055,1,2,2346.58,25,pop
2623,0,music,0,0,14,5000,30,pop
2624,45,music,1500,1,22,1000,30,pop
2625,55,music,4226,1,21,2500,37,pop
2626,46,music,3726,1,25,3500,35,pop
2627,9,music,750,1,28,750,60,pop
2628,6,music,140,0,20,368.49,30,pop
2629,28,music,1585,1,20,1500,8,pop
2630,235,music,22221,1,25,15000,42,pop
2631,62,music,2106,1,23,2000,30,pop
2632,35,music,6756,1,22,5000,21,pop
2633,322,music,37087,1,3,30000,30,pop
2634,31,music,2060,1,15,2000,59,pop
2635,372,music,17591,1,25,15000,35,pop
2636,54,music,10161,1,22,10000,40,pop
2637,55,music,6072,1,7,6000,30,pop
2638,77,music,3480,1,11,3000,60,pop
2639,59,music,2690,1,21,2100,30,pop
2640,0,music,0,0,24,1000,60,pop
2641,102,music,15438,1,24,15000,30,pop
2642,47,music,5669,1,22,5000,30,pop
2643,155,music,15611,1,14,15000,30,pop
2644,619,music,26593.12,1,21,26548.13,34,pop
2645,35,music,1180,1,11,1000,31,pop
2646,2,music,11,0,24,650,30,pop
2647,29,music,10100,1,13,1219.18,10,pop
2648,147,music,11261,1,16,10000,30,pop
2649,163,music,15645,1,23,11206.05,28,pop
2650,71,music,5340,1,23,3500,14,pop
2651,0,publishing,0,0,20,5000,30,poetry
2652,44,publishing,2071,1,14,2000,45,poetry
2653,7,publishing,217,0,22,3700,30,poetry
2654,2,publishing,22,0,20,10000,30,poetry
2655,11,publishing,152,1,11,130.01,15,poetry
2656,2,publishing,160,0,21,2636.93,29,poetry
2657,44,publishing,1307,1,21,1050,28,poetry
2658,4,publishing,53,0,18,476.55,30,poetry
2659,40,publishing,1035,1,20,1000,89,poetry
2660,26,publishing,1104,1,13,1011,30,poetry
2661,6,publishing,451,0,7,2000,18,poetry
2662,10,publishing,1330,0,13,5000,45,poetry
2663,50,publishing,1063,1,23,600,30,poetry
2664,7,publishing,169,0,25,398.78,60,poetry
2665,30,publishing,629,1,14,500,21,poetry
2666,14,publishing,562,0,15,3330,37,poetry
2667,110,publishing,4420,1,19,4000,71,poetry
2668,430,publishing,57124,1,12,50000,39,poetry
2669,16,publishing,500,1,20,591.24,30,poetry
2670,16,publishing,625,0,17,2500,60,poetry
2671,0,publishing,0,0,4,30000,30,poetry
2672,1,publishing,1,0,15,9203,31,poetry
2673,52,publishing,1440,1,25,1200,60,poetry
2674,1,publishing,16,0,4,400,26,poetry
2675,0,publishing,0,0,14,3000,30,poetry
2676,0,publishing,0,0,19,600,45,poetry
2677,2,publishing,69.29,0,17,4454.04,57,poetry
2678,9,publishing,279,0,15,800,32,poetry
2679,4,publishing,151,0,7,1000,30,poetry
2680,2,publishing,2,0,18,1300,6,poetry
2681,260,publishing,14414,1,11,8500,33,poetry
2682,20,publishing,996,0,11,2500,30,poetry
2683,40,publishing,1350,1,17,1250,60,poetry
2684,0,publishing,0,0,12,50,20,poetry
2685,0,publishing,0,0,14,30000,60,poetry
2686,32,publishing,2008,1,23,2000,30,poetry
2687,0,publishing,0,0,21,1800,48,poetry
2688,0,publishing,0,0,26,4000,30,poetry
2689,0,publishing,0,0,16,1456.52,61,poetry
2690,0,publishing,0,0,17,2500,30,poetry
2691,4,publishing,72.15,0,23,18000,34,poetry
2692,1,publishing,50,0,3,10000,30,poetry
2693,0,publishing,0,0,22,23142.9,30,poetry
2694,0,publishing,0,0,17,6000,30,poetry
2695,2,publishing,35,0,25,18978,30,poetry
2696,17,publishing,812,1,15,800,20,poetry
2697,2,publishing,2,0,21,22970.06,30,poetry
2698,10,publishing,251.18,1,18,250,30,poetry
2699,134,publishing,6116,1,21,5367,30,poetry
2700,13,publishing,268,1,11,111.38,30,poetry
2701,1,publishing,1,0,19,2800,30,poetry
2702,32,publishing,763,1,14,446.79,21,poetry
2703,42,publishing,1488,1,13,749,30,poetry
2704,60,publishing,913,1,19,649.7,28,poetry
2705,9,theater,2411.32,1,11,1663.91,20,plays
2706,35,theater,4000.22,1,21,3800,35,plays
2707,39,theater,2201,1,22,2715.75,26,plays
2708,44,theater,3280,1,13,3000,18,plays
2709,136,theater,5526,1,16,5000,30,plays
2710,37,theater,2857,1,22,2600,15,plays
2711,29,theater,2523,1,22,2500,18,plays
2712,55,theater,2804,1,9,2000,31,plays
2713,20,theater,2145,1,22,2000,17,plays
2714,22,theater,600,1,17,300,30,plays
2715,132,theater,2600,1,19,3689.73,21,plays
2716,1,theater,25,0,26,26000,60,plays
2717,13,theater,516,1,24,530.68,41,plays
2718,21,theater,570,1,12,500,26,plays
2719,241,theater,10067.5,1,16,3000,31,plays
